sample	#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
Solabu2_v1.0	SMEL4.1_02g023950.1.01	1	1299	8	495	38.1062	0.491147	29	24
Solabu2_v1.0	SMEL4.1_02g021700.1.01	1	2094	8	519	24.7851	0.421203	26.6	36.8
Solabu2_v1.0	SMEL4.1_02g014830.1.01	1	378	2	96	25.3968	0.404762	30.2	29
Solabu2_v1.0	SMEL4.1_02g014530.1.01	1	1110	3	158	14.2342	0.14955	30.7	22
Solabu2_v1.0	SMEL4.1_02g012880.1.01	1	1152	9	825	71.6146	1.12153	27.3	42.6
Solabu2_v1.0	SMEL4.1_02g012710.1.01	1	1209	4	217	17.9487	0.296112	27.8	29
Solabu2_v1.0	SMEL4.1_02g011900.1.01	1	1344	14	371	27.6042	0.958333	28.1	29.9
Solabu2_v1.0	SMEL4.1_02g005760.1.01	1	1686	5	273	16.1922	0.231317	28.2	26.6
Solabu2_v1.0	SMEL4.1_02g000910.1.01	1	1974	4	348	17.6292	0.212259	31.3	33
Solabu2_v1.0	SMEL4.1_03g030670.1.01	1	1119	8	605	54.0661	0.828418	28.3	24
Solabu2_v1.0	SMEL4.1_03g028740.1.01	1	1440	8	453	31.4583	0.502083	29.2	29
Solabu2_v1.0	SMEL4.1_03g028220.1.01	1	3141	4	294	9.36008	0.106972	26.1	1
Solabu2_v1.0	SMEL4.1_03g024710.1.01	1	1152	1	40	3.47222	0.0347222	25.2	2
Solabu2_v1.0	SMEL4.1_03g022710.1.01	1	690	2	110	15.942	0.288406	28.1	22
Solabu2_v1.0	SMEL4.1_03g022500.1.01	1	2133	6	396	18.5654	0.240038	25.3	22.7
Solabu2_v1.0	SMEL4.1_03g018160.1.01	1	1305	3	263	20.1533	0.204598	28.1	25.3
Solabu2_v1.0	SMEL4.1_03g018090.1.01	1	747	1	102	13.6546	0.136546	32.4	36
Solabu2_v1.0	SMEL4.1_03g014140.1.01	1	654	2	107	16.3609	0.168196	31.6	2
Solabu2_v1.0	SMEL4.1_03g013450.1.01	1	681	2	101	14.8311	0.249633	31.2	28
Solabu2_v1.0	SMEL4.1_04g001380.1.01	1	1905	2	164	8.60892	0.15748	28.1	11
Solabu2_v1.0	SMEL4.1_04g001880.1.01	1	900	2	105	11.6667	0.191111	27.1	24
Solabu2_v1.0	SMEL4.1_04g003420.1.01	1	1614	6	309	19.145	0.334572	27.3	33
Solabu2_v1.0	SMEL4.1_04g005310.1.01	1	852	2	143	16.784	0.180751	31.6	24
Solabu2_v1.0	SMEL4.1_04g007010.1.01	1	774	3	199	25.7106	0.312661	27.3	24
Solabu2_v1.0	SMEL4.1_04g009000.1.01	1	549	2	200	36.4299	0.364299	31.1	28
Solabu2_v1.0	SMEL4.1_04g011540.1.01	1	759	3	224	29.5125	0.378129	29.5	3.67
Solabu2_v1.0	SMEL4.1_04g013060.1.01	1	1470	4	254	17.2789	0.272789	29	6.5
Solabu2_v1.0	SMEL4.1_04g015730.1.01	1	2247	4	310	13.7962	0.137962	26.2	26
Solabu2_v1.0	SMEL4.1_04g016770.1.01	1	1284	8	416	32.3988	0.515576	28.3	25.2
Solabu2_v1.0	SMEL4.1_04g017490.1.01	1	1572	2	210	13.3588	0.152672	31.2	28
Solabu2_v1.0	SMEL4.1_04g018730.1.01	1	2445	5	449	18.364	0.227403	28.6	4
Solabu2_v1.0	SMEL4.1_04g021600.1.01	1	1113	2	279	25.0674	0.250674	25.8	18
Solabu2_v1.0	SMEL4.1_04g022050.1.01	1	2685	8	861	32.067	0.416387	28	41.5
Solabu2_v1.0	SMEL4.1_04g023360.1.01	1	900	5	446	49.5556	0.648889	30.1	33.2
Solabu2_v1.0	SMEL4.1_05g004600.1.01	1	1431	2	168	11.74	0.122292	29.7	29
Solabu2_v1.0	SMEL4.1_05g018940.1.01	1	1116	1	150	13.4409	0.134409	24	42
Solabu2_v1.0	SMEL4.1_05g020140.1.01	1	1062	5	428	40.3013	0.567797	32.4	38.8
Solabu2_v1.0	SMEL4.1_05g021330.1.01	1	993	1	103	10.3726	0.103726	33.1	22
Solabu2_v1.0	SMEL4.1_05g025470.1.01	1	1389	4	248	17.8546	0.298776	27.4	22.5
Solabu2_v1.0	SMEL4.1_06g001190.1.01	1	2481	2	300	12.0919	0.120919	29.4	11
Solabu2_v1.0	SMEL4.1_06g002980.1.01	1	477	2	111	23.2704	0.383648	27.4	28
Solabu2_v1.0	SMEL4.1_06g008710.1.01	1	3039	8	623	20.5002	0.252057	30.6	28.2
Solabu2_v1.0	SMEL4.1_06g011580.1.01	1	1767	5	497	28.1268	0.283531	30	22
Solabu2_v1.0	SMEL4.1_06g011820.1.01	1	1740	6	344	19.7701	0.483333	28.8	42.7
Solabu2_v1.0	SMEL4.1_06g016630.1.01	1	1404	6	754	53.7037	0.637464	28	42.7
Solabu2_v1.0	SMEL4.1_06g018140.1.01	1	525	9	215	40.9524	1.02476	28.6	8.67
Solabu2_v1.0	SMEL4.1_06g023800.1.01	1	447	2	132	29.5302	0.384787	25.7	24
Solabu2_v1.0	SMEL4.1_06g025130.1.01	1	1197	3	303	25.3133	0.325815	32.9	41.7
Solabu2_v1.0	SMEL4.1_06g027290.1.01	1	297	1	100	33.67	0.3367	29.7	2
Solabu2_v1.0	SMEL4.1_06g027790.1.01	1	297	2	120	40.404	0.417508	26.1	22
Solabu2_v1.0	SMEL4.1_06g029600.1.01	1	2091	4	510	24.3902	0.244859	30.6	33.5
Solabu2_v1.0	SMEL4.1_06g030080.1.01	1	912	1	62	6.79825	0.0679825	27.8	22
Solabu2_v1.0	SMEL4.1_07g001260.1.01	1	1113	1	44	3.95328	0.0395328	29.9	22
Solabu2_v1.0	SMEL4.1_07g004150.1.01	1	1569	2	300	19.1205	0.191205	28.5	44
Solabu2_v1.0	SMEL4.1_07g010610.1.01	1	663	4	232	34.9925	0.466063	24.4	22
Solabu2_v1.0	SMEL4.1_07g020710.1.01	1	924	2	198	21.4286	0.29329	30.9	21
Solabu2_v1.0	SMEL4.1_07g021270.1.01	1	2532	9	647	25.5529	0.301343	26.8	28
Solabu2_v1.0	SMEL4.1_07g023250.1.01	1	1311	5	379	28.9092	0.41495	30.5	28.8
Solabu2_v1.0	SMEL4.1_07g024260.1.01	1	627	2	68	10.8453	0.177033	32.6	22
Solabu2_v1.0	SMEL4.1_07g024630.1.01	1	1593	3	250	15.6937	0.156937	31	26
Solabu2_v1.0	SMEL4.1_08g026820.1.01	1	465	3	293	63.0108	0.909677	25.6	43
Solabu2_v1.0	SMEL4.1_08g026210.1.01	1	1413	1	33	2.33546	0.0233546	29.5	22
Solabu2_v1.0	SMEL4.1_08g020760.1.01	1	1374	6	575	41.8486	0.545124	27.3	39.3
Solabu2_v1.0	SMEL4.1_08g020480.1.01	1	582	2	67	11.512	0.226804	30.7	22
Solabu2_v1.0	SMEL4.1_08g018640.1.01	1	2076	11	751	36.1753	0.613198	27.7	33.3
Solabu2_v1.0	SMEL4.1_08g013340.1.01	1	720	1	66	9.16667	0.0916667	28.7	22
Solabu2_v1.0	SMEL4.1_08g012940.1.01	1	1446	8	795	54.9793	0.760028	27.6	41.5
Solabu2_v1.0	SMEL4.1_08g012260.1.01	1	1065	2	137	12.8638	0.161502	30.6	24
Solabu2_v1.0	SMEL4.1_08g010540.1.01	1	540	4	230	42.5926	0.490741	27.2	12
Solabu2_v1.0	SMEL4.1_08g009500.1.01	1	618	3	198	32.0388	0.490291	28.9	28
Solabu2_v1.0	SMEL4.1_08g008140.1.01	1	1323	4	491	37.1126	0.432351	28.2	43
Solabu2_v1.0	SMEL4.1_08g008050.1.01	1	1104	11	480	43.4783	0.990036	26.9	30.4
Solabu2_v1.0	SMEL4.1_08g003150.1.01	1	699	2	288	41.2017	0.412017	25.6	28
Solabu2_v1.0	SMEL4.1_08g002510.1.01	1	1659	4	395	23.8095	0.273659	27.3	32.5
Solabu2_v1.0	SMEL4.1_08g002110.1.01	1	762	9	378	49.6063	0.71916	29.6	22.2
Solabu2_v1.0	SMEL4.1_08g001500.1.01	1	891	6	214	24.018	0.406285	29.8	22.7
Solabu2_v1.0	SMEL4.1_08g000300.1.01	1	5190	10	997	19.21	0.250482	27.8	36.8
Solabu2_v1.0	SMEL4.1_09g023460.1.01	1	990	4	267	26.9697	0.345455	27.5	29
Solabu2_v1.0	SMEL4.1_09g022780.1.01	1	2349	5	260	11.0685	0.139208	27.3	0.8
Solabu2_v1.0	SMEL4.1_09g020140.1.01	1	738	15	591	80.0813	1.5935	29.3	27.5
Solabu2_v1.0	SMEL4.1_09g019180.1.01	1	858	36	112	13.0536	1.63636	29.1	11.9
Solabu2_v1.0	SMEL4.1_09g018500.1.01	1	327	3	146	44.6483	1.00612	28.2	37.7
Solabu2_v1.0	SMEL4.1_09g015910.1.01	1	960	6	342	35.625	0.494792	31.1	24.3
Solabu2_v1.0	SMEL4.1_09g014780.1.01	1	1224	5	598	48.8562	0.582516	28	41.4
Solabu2_v1.0	SMEL4.1_09g012190.1.01	1	1182	5	460	38.9171	0.472081	27.3	32.4
Solabu2_v1.0	SMEL4.1_09g006270.1.01	1	543	2	184	33.8858	0.338858	30.4	29
Solabu2_v1.0	SMEL4.1_09g004070.1.01	1	1389	3	237	17.0626	0.194384	31	29
Solabu2_v1.0	SMEL4.1_09g003810.1.01	1	1899	4	265	13.9547	0.169036	32.4	1
Solabu2_v1.0	SMEL4.1_09g003480.1.01	1	1689	3	225	13.3215	0.134399	29.4	2
Solabu2_v1.0	H12@DN2171_c0_g1_i9.p1	1	1974	4	365	18.4904	0.249747	31.6	40
Solabu2_v1.0	H3@DN8576_c0_g2_i2.p1	1	552	2	296	53.6232	0.536232	32.9	28
Solabu2_v1.0	H2@DN1058_c0_g1_i14.p1	1	1299	4	319	24.5574	0.247113	27.6	16
Solabu2_v1.0	H2@DN1058_c0_g1_i14.p2	1	885	2	128	14.4633	0.151412	27.9	22
Solabu2_v1.0	H2@DN1058_c0_g2_i2.p1	1	2154	8	594	27.5766	0.31987	29.9	22.8
Solabu2_v1.0	H2@DN959_c0_g1_i8.p1	1	660	6	329	49.8485	1.27576	29.4	15.3
Solabu2_v1.0	SMEL4.1_01g039280.1.01	1	975	3	372	38.1538	0.398974	30.4	35
Solabu2_v1.0	SMEL4.1_01g034640.1.01	1	1134	1	150	13.2275	0.132275	24.9	42
Solabu2_v1.0	SMEL4.1_01g023970.1.01	1	2139	10	740	34.5956	0.503974	29.5	35.4
Solabu2_v1.0	SMEL4.1_01g023550.1.01	1	435	6	409	94.023	1.61379	28.8	13.8
Solabu2_v1.0	SMEL4.1_01g003060.1.01	1	864	4	265	30.6713	0.346065	28.2	15
Solabu2_v1.0	SMEL4.1_10g016710.1.01	1	1206	2	236	19.5688	0.247927	30.9	42
Solabu2_v1.0	SMEL4.1_11g025340.1.01	1	1227	3	174	14.1809	0.289324	24.7	36.7
Solabu2_v1.0	SMEL4.1_11g004440.1.01	1	621	4	374	60.2254	0.805153	30.3	36
Solabu2_v1.0	SMEL4.1_12g001740.1.01	1	1074	1	94	8.75233	0.0875233	30.3	28
Solabu2_v1.0	SMEL4.1_12g002400.1.01	1	2334	2	298	12.7678	0.127678	28.9	21
Solabu2_v1.0	SMEL4.1_12g003740.1.01	1	2394	10	1174	49.0393	0.565163	27.5	37.2
Solabu2_v1.0	SMEL4.1_02g028400.1.01	1	1254	1	33	2.63158	0.0263158	23.1	22
Solabu2_v1.0	SMEL4.1_02g025010.1.01	1	1680	4	218	12.9762	0.179167	29.9	14
Solabu2_v1.0	SMEL4.1_02g022150.1.01	1	582	4	387	66.4948	0.683849	27.1	16.5
Solabu2_v1.0	SMEL4.1_03g026330.1.01	1	2424	6	460	18.9769	0.367574	25.4	33.7
Solabu2_v1.0	SMEL4.1_03g004420.1.01	1	1545	85	277	17.9288	2.58123	28.8	22
Solabu2_v1.0	SMEL4.1_04g015540.1.01	1	1071	4	432	40.3361	0.450047	27.3	31.5
Solabu2_v1.0	SMEL4.1_04g018960.1.01	1	786	4	544	69.2112	0.750636	28.5	43
Solabu2_v1.0	SMEL4.1_04g019780.1.01	1	1332	4	321	24.0991	0.277778	32.6	33
Solabu2_v1.0	SMEL4.1_05g000400.1.01	1	1119	4	354	31.6354	0.318141	31.1	25
Solabu2_v1.0	SMEL4.1_05g001280.1.01	1	1155	8	713	61.7316	1.01299	26.8	38.8
Solabu2_v1.0	SMEL4.1_05g002590.1.01	1	696	5	437	62.7874	0.885057	28	27.6
Solabu2_v1.0	SMEL4.1_05g015690.1.01	1	960	1292	258	26.875	86.6688	28.7	1.71
Solabu2_v1.0	SMEL4.1_05g016610.1.01	1	1047	6	486	46.4183	0.748806	29.5	18.7
Solabu2_v1.0	SMEL4.1_06g008800.1.01	1	1002	6	656	65.4691	0.794411	29.4	41.3
Solabu2_v1.0	SMEL4.1_06g020200.1.01	1	1122	1	83	7.3975	0.073975	35.1	22
Solabu2_v1.0	SMEL4.1_06g020730.1.01	1	2430	21	1527	62.8395	1.13498	28.5	38.3
Solabu2_v1.0	SMEL4.1_06g020850.1.01	1	2367	7	840	35.488	0.411914	27.6	12.9
Solabu2_v1.0	SMEL4.1_06g022480.1.01	1	1122	2	130	11.5865	0.115865	27.6	29
Solabu2_v1.0	SMEL4.1_06g022720.1.01	1	2124	15	920	43.3145	0.54096	28.9	25.3
Solabu2_v1.0	SMEL4.1_07g003030.1.01	1	2298	10	712	30.9835	0.479547	27.4	25.6
Solabu2_v1.0	SMEL4.1_07g020880.1.01	1	1830	2	218	11.9126	0.142623	22.7	36
Solabu2_v1.0	SMEL4.1_08g021570.1.01	1	747	7	308	41.2316	0.793842	30.1	26.3
Solabu2_v1.0	H5@DN22802_c0_g1_i1.p1	1	441	6	233	52.8345	1.08617	31.3	30.7
Solabu2_v1.0	H5@DN34831_c0_g1_i1.p1	1	414	7	284	68.599	1.91787	26.3	23.7
Solabu2_v1.0	SMEL4.1_00g002370.1.01	1	1125	6	735	65.3333	0.735111	29.1	41.7
Solabu2_v1.0	SMEL4.1_00g004570.1.01	1	495	6	390	78.7879	1.59192	28.3	0
Solabu2_v1.0	SMEL4.1_01g029290.1.01	1	1740	7	408	23.4483	0.355172	28.5	28.3
Solabu2_v1.0	SMEL4.1_01g014800.1.01	1	492	3	203	41.2602	0.544715	25.1	24
Solabu2_v1.0	SMEL4.1_01g010120.1.01	1	1650	6	519	31.4545	0.361818	29.7	31.3
Solabu2_v1.0	SMEL4.1_10g011510.1.01	1	1947	2	300	15.4083	0.154083	27.4	41
Solabu2_v1.0	SMEL4.1_10g008590.1.01	1	1857	6	606	32.6333	0.419494	30.2	37.7
Solabu2_v1.0	SMEL4.1_10g001600.1.01	1	951	1	42	4.4164	0.044164	36	22
Solabu2_v1.0	SMEL4.1_11g013920.1.01	1	330	9	328	99.3939	3.22727	27.8	31.3
Solabu2_v1.0	SMEL4.1_11g007900.1.01	1	519	4	396	76.3006	1.01541	26.8	0.5
Solabu2_v1.0	SMEL4.1_11g004720.1.01	1	795	3	437	54.9686	0.549686	28.6	42
Solabu2_v1.0	SMEL4.1_12g000270.1.01	1	2079	5	393	18.9033	0.21164	28	26
Solabu2_v1.0	SMEL4.1_12g002060.1.01	1	3147	11	1096	34.8268	0.403877	27.8	15.4
Solabu2_v1.0	SMEL4.1_12g003730.1.01	1	765	2	217	28.366	0.28366	27	36
Solabu2_v1.0	SMEL4.1_12g017260.1.01	1	531	2	194	36.5348	0.561205	25.6	42
Solabu2_v1.0	SMEL4.1_12g017700.1.01	1	2703	3	284	10.5068	0.135035	26.4	38
Solabu2_v1.0	SMEL4.1_12g018140.1.01	1	564	2	221	39.1844	0.391844	31.9	28
Solabu2_v1.0	SMEL4.1_02g030280.1.01	1	1077	3	221	20.52	0.33519	29.5	36.7
Solabu2_v1.0	SMEL4.1_02g029690.1.01	1	969	1	143	14.7575	0.147575	32.2	28
Solabu2_v1.0	SMEL4.1_02g019260.1.01	1	1908	6	284	14.8847	0.169287	26.8	22
Solabu2_v1.0	SMEL4.1_03g032730.1.01	1	654	4	432	66.055	0.804281	26.6	34.5
Solabu2_v1.0	SMEL4.1_03g029990.1.01	1	1476	3	230	15.5827	0.155827	29	23.3
Solabu2_v1.0	SMEL4.1_03g027480.1.01	1	1545	8	929	60.1294	0.765049	28.4	42.4
Solabu2_v1.0	SMEL4.1_03g023130.1.01	1	618	1	74	11.9741	0.119741	28.6	24
Solabu2_v1.0	SMEL4.1_03g018860.1.01	1	1299	4	228	17.552	0.312548	30.3	29.2
Solabu2_v1.0	SMEL4.1_03g015390.1.01	1	603	2	299	49.5854	0.495854	25.1	42
Solabu2_v1.0	SMEL4.1_03g015370.1.01	1	603	6	572	94.859	1.35323	27.4	41.3
Solabu2_v1.0	SMEL4.1_03g006720.1.01	1	2154	7	551	25.5803	0.333333	27.4	30
Solabu2_v1.0	SMEL4.1_04g017210.1.01	1	1317	8	757	57.4791	0.909643	27.4	42
Solabu2_v1.0	SMEL4.1_04g018920.1.01	1	1368	2	222	16.2281	0.162281	29.6	36
Solabu2_v1.0	SMEL4.1_04g019510.1.01	1	981	10	513	52.2936	1.36493	27.1	38.2
Solabu2_v1.0	SMEL4.1_04g022990.1.01	1	4704	10	695	14.7747	0.187713	30.9	30.4
Solabu2_v1.0	SMEL4.1_04g023630.1.01	1	1761	10	912	51.7888	0.620102	27.1	1
Solabu2_v1.0	SMEL4.1_05g000160.1.01	1	1722	3	101	5.86527	0.0801394	28.3	8.67
Solabu2_v1.0	SMEL4.1_05g012410.1.01	1	1491	10	655	43.9302	0.631791	29.4	21.8
Solabu2_v1.0	SMEL4.1_05g013680.1.01	1	837	3	219	26.1649	0.261649	30.8	24
Solabu2_v1.0	SMEL4.1_05g017950.1.01	1	1353	7	312	23.0599	0.452328	29.5	28
Solabu2_v1.0	SMEL4.1_06g009480.1.01	1	693	11	146	21.0678	1.48485	27.6	22.2
Solabu2_v1.0	SMEL4.1_06g010960.1.01	1	195	1	86	44.1026	0.441026	36.3	22
Solabu2_v1.0	SMEL4.1_06g012560.1.01	1	1029	4	363	35.277	0.552964	29.8	19.5
Solabu2_v1.0	SMEL4.1_06g021540.1.01	1	1476	6	231	15.6504	0.26897	28.7	22.7
Solabu2_v1.0	SMEL4.1_06g025410.1.01	1	2418	6	566	23.4078	0.293218	28.2	22.3
Solabu2_v1.0	SMEL4.1_06g026770.1.01	1	501	4	404	80.6387	1.17365	31.4	40
Solabu2_v1.0	SMEL4.1_06g027740.1.01	1	1236	2	182	14.7249	0.229773	26.2	42
Solabu2_v1.0	SMEL4.1_07g004160.1.01	1	1308	2	291	22.2477	0.222477	27.3	36
Solabu2_v1.0	SMEL4.1_07g011730.1.01	1	2415	10	955	39.5445	0.434783	30.3	26.2
Solabu2_v1.0	SMEL4.1_07g015220.1.01	1	1734	9	656	37.8316	0.482122	30	29.6
Solabu2_v1.0	SMEL4.1_07g020890.1.01	1	1290	1	49	3.79845	0.0379845	29.7	22
Solabu2_v1.0	SMEL4.1_07g023080.1.01	1	1053	2	150	14.245	0.261159	27.2	36
Solabu2_v1.0	SMEL4.1_07g026070.1.01	1	2790	3	319	11.4337	0.147312	30.5	42
Solabu2_v1.0	SMEL4.1_08g023130.1.01	1	567	2	286	50.4409	0.504409	30.8	41
Solabu2_v1.0	SMEL4.1_08g022720.1.01	1	1134	5	434	38.2716	0.44709	27	32.4
Solabu2_v1.0	SMEL4.1_08g017210.1.01	1	1452	8	698	48.0716	0.72865	28.6	37.4
Solabu2_v1.0	SMEL4.1_09g024250.1.01	1	1260	4	280	22.2222	0.337302	28.2	33
Solabu2_v1.0	SMEL4.1_09g022850.1.01	1	1740	6	428	24.5977	0.248276	30.2	17.7
Solabu2_v1.0	SMEL4.1_09g021760.1.01	1	993	3	398	40.0806	0.422961	27.7	25.7
Solabu2_v1.0	SMEL4.1_09g002340.1.01	1	3066	23	1598	52.12	0.88454	28	27.8
Solabu2_v1.0	H2@DN13684_c0_g1_i3.p1	1	402	4	278	69.1542	0.691542	28.4	22
Solabu2_v1.0	H2@DN16364_c0_g1_i1.p1	1	552	4	244	44.2029	0.782609	28.3	36.5
Solabu2_v1.0	H2@DN1643_c0_g6_i1.p1	1	453	1	140	30.9051	0.309051	31.5	44
Solabu2_v1.0	H2@DN19973_c0_g1_i1.p2	1	501	4	412	82.2355	1.19361	29	41
Solabu2_v1.0	H2@DN223_c0_g3_i1.p1	1	2139	4	599	28.0037	0.280037	26.6	36
Solabu2_v1.0	H2@DN274_c0_g1_i1.p1	1	552	2	179	32.4275	0.382246	25.3	28
Solabu2_v1.0	H2@DN3233_c0_g3_i2.p1	1	2433	16	1278	52.5277	0.69215	28.5	29.7
Solabu2_v1.0	H2@DN3233_c1_g1_i1.p1	1	936	3	86	9.18803	0.219017	27.3	15.3
Solabu2_v1.0	H2@DN5084_c0_g1_i1.p1	1	1830	7	612	33.4426	0.396721	26.4	31.7
Solabu2_v1.0	SMEL4.1_01g022720.1.01	1	489	2	155	31.6973	0.509202	31	24
Solabu2_v1.0	SMEL4.1_01g014640.1.01	1	1329	2	277	20.8427	0.225734	29.5	41
Solabu2_v1.0	SMEL4.1_01g000280.1.01	1	1275	9	727	57.0196	0.759216	29.5	35.2
Solabu2_v1.0	SMEL4.1_10g025820.1.01	1	1503	6	741	49.3014	0.557552	30.1	28.7
Solabu2_v1.0	SMEL4.1_10g008630.1.01	1	2367	345	2174	91.8462	16.1538	28.4	3.52
Solabu2_v1.0	SMEL4.1_11g021750.1.01	1	1491	3	375	25.1509	0.251509	29.2	15
Solabu2_v1.0	SMEL4.1_12g016460.1.01	1	1542	8	598	38.7808	0.763294	30.7	33.5
Solabu2_v1.0	SMEL4.1_02g015700.1.01	1	1071	4	426	39.7759	0.551821	27.5	38.5
Solabu2_v1.0	SMEL4.1_02g015180.1.01	1	3798	23	1771	46.6298	0.602686	27.9	32.4
Solabu2_v1.0	SMEL4.1_03g034050.1.01	1	1263	5	342	27.0784	0.338876	26.7	30.4
Solabu2_v1.0	SMEL4.1_03g005640.1.01	1	846	2	150	17.7305	0.177305	27.9	22
Solabu2_v1.0	SMEL4.1_05g005180.1.01	1	708	9	348	49.1525	0.971751	30.6	23.6
Solabu2_v1.0	SMEL4.1_07g022270.1.01	1	1647	8	869	52.7626	0.643594	27.9	39.8
Solabu2_v1.0	SMEL4.1_08g024700.1.01	1	1851	4	367	19.8271	0.257158	33.1	36
Solabu2_v1.0	SMEL4.1_08g014970.1.01	1	744	3	298	40.0538	0.49328	31.6	41
Solabu2_v1.0	SMEL4.1_08g002280.1.01	1	1905	6	763	40.0525	0.454593	29.9	41.7
Solabu2_v1.0	H5@DN12109_c0_g1_i6.p1	1	1017	4	201	19.764	0.437561	31.3	32.5
Solabu2_v1.0	H2@DN217_c0_g2_i6.p1	1	1089	6	569	52.2498	0.582185	28.7	27.3
Solabu2_v1.0	H2@DN23000_c0_g1_i1.p1	1	597	5	455	76.2144	0.80402	27.7	26.8
Solabu2_v1.0	H2@DN2341_c0_g1_i1.p1	1	1347	9	834	61.9154	0.885672	28	29.1
Solabu2_v1.0	H2@DN27621_c0_g1_i2.p1	1	1020	4	427	41.8627	0.423529	28.1	32.5
Solabu2_v1.0	H2@DN34721_c0_g1_i1.p1	1	522	1	135	25.8621	0.258621	35	36
Solabu2_v1.0	H2@DN3984_c0_g1_i4.p1	1	1728	16	1037	60.0116	0.858218	27.9	28.8
Solabu2_v1.0	H2@DN4186_c0_g1_i3.p1	1	378	3	146	38.6243	0.637566	27.7	19.3
Solabu2_v1.0	H2@DN4186_c2_g1_i1.p1	1	543	2	291	53.5912	0.535912	23.7	41
Solabu2_v1.0	SMEL4.1_01g039450.1.01	1	1125	1	53	4.71111	0.0471111	31.7	22
Solabu2_v1.0	SMEL4.1_01g038710.1.01	1	2862	10	717	25.0524	0.522013	29.1	18.2
Solabu2_v1.0	SMEL4.1_01g038690.1.01	1	2697	11	819	30.3671	0.489433	30.3	15.2
Solabu2_v1.0	SMEL4.1_01g026990.1.01	1	321	1	44	13.7072	0.137072	25.7	22
Solabu2_v1.0	SMEL4.1_01g025640.1.01	1	2160	16	1135	52.5463	0.6875	28.1	29.2
Solabu2_v1.0	SMEL4.1_01g022730.1.01	1	1983	2	300	15.1286	0.151286	26.7	44
Solabu2_v1.0	SMEL4.1_01g021870.1.01	1	1701	9	670	39.3886	0.39565	29.3	21.9
Solabu2_v1.0	SMEL4.1_01g021860.1.01	1	1872	5	320	17.094	0.230235	25.9	30.4
Solabu2_v1.0	SMEL4.1_01g016910.1.01	1	3549	5	389	10.9608	0.124542	26.7	11.2
Solabu2_v1.0	SMEL4.1_01g016450.1.01	1	765	7	412	53.8562	0.866667	28.3	25.9
Solabu2_v1.0	SMEL4.1_01g016440.1.01	1	435	3	142	32.6437	0.406897	28.7	22
Solabu2_v1.0	SMEL4.1_01g015860.1.01	1	924	3	206	22.2944	0.225108	27	23.3
Solabu2_v1.0	SMEL4.1_01g012720.1.01	1	1833	9	731	39.88	0.470813	28.5	26.7
Solabu2_v1.0	SMEL4.1_01g012140.1.01	1	1047	6	690	65.9026	0.859599	27.9	41
Solabu2_v1.0	SMEL4.1_01g011930.1.01	1	465	5	419	90.1075	1.24731	31.3	35.2
Solabu2_v1.0	SMEL4.1_01g011480.1.01	1	2541	9	914	35.9701	0.397875	27.5	31.8
Solabu2_v1.0	SMEL4.1_01g010460.1.01	1	2634	3	317	12.0349	0.121109	28.7	16.3
Solabu2_v1.0	SMEL4.1_01g009630.1.01	1	771	2	138	17.8988	0.199741	31.5	22
Solabu2_v1.0	SMEL4.1_01g009170.1.01	1	1983	17	1408	71.0035	1.07716	29	35.5
Solabu2_v1.0	SMEL4.1_01g005810.1.01	1	945	1	82	8.67725	0.0867725	25.3	24
Solabu2_v1.0	SMEL4.1_01g005800.1.01	1	939	4	339	36.1022	0.555911	30.1	15.5
Solabu2_v1.0	SMEL4.1_10g027090.1.01	1	2139	8	918	42.9173	0.560542	31.3	36.8
Solabu2_v1.0	SMEL4.1_10g025800.1.01	1	2004	2	272	13.5729	0.149701	25.8	41
Solabu2_v1.0	SMEL4.1_10g025580.1.01	1	1230	5	273	22.1951	0.486992	25.2	25.6
Solabu2_v1.0	SMEL4.1_10g024430.1.01	1	1851	3	338	18.2604	0.182604	27.9	16.7
Solabu2_v1.0	SMEL4.1_10g019180.1.01	1	891	2	35	3.92817	0.0785634	24.8	22
Solabu2_v1.0	SMEL4.1_10g014660.1.01	1	1017	8	815	80.1377	1.0295	26.6	15.8
Solabu2_v1.0	SMEL4.1_11g015300.1.01	1	645	4	166	25.7364	0.310078	29.9	22
Solabu2_v1.0	SMEL4.1_11g009460.1.01	1	1107	3	336	30.3523	0.303523	29.3	33.3
Solabu2_v1.0	SMEL4.1_11g000740.1.01	1	2145	5	432	20.1399	0.231235	28.4	28.8
Solabu2_v1.0	SMEL4.1_11g000560.1.01	1	1743	6	613	35.1692	0.51463	28.5	41.3
Solabu2_v1.0	SMEL4.1_11g000540.1.01	1	1098	10	551	50.1821	1.25865	27.4	39.6
Solabu2_v1.0	SMEL4.1_12g001260.1.01	1	1668	7	478	28.6571	0.453237	28.2	33.7
Solabu2_v1.0	SMEL4.1_12g001970.1.01	1	759	2	273	35.9684	0.359684	29.1	42
Solabu2_v1.0	SMEL4.1_12g007250.1.01	1	690	3	166	24.058	0.289855	27.1	26.7
Solabu2_v1.0	SMEL4.1_12g013270.1.01	1	597	3	265	44.3886	0.559464	28.1	35.3
Solabu2_v1.0	SMEL4.1_12g013280.1.01	1	645	2	149	23.1008	0.370543	31.1	28
Solabu2_v1.0	SMEL4.1_12g014140.1.01	1	1380	1	71	5.14493	0.0514493	30	22
